136,95,956,2,Exactly what I needed!,2023-02-25 12:59:45
137,82,1378,5,Terrible quality,2024-10-25 09:53:31
138,70,1365,2,Wouldn't recommend,2022-04-01 00:28:04
139,5,1891,2,Loved it!,2021-06-25 01:20:50
140,63,1756,5,Wouldn't recommend,2024-09-30 19:05:58
141,13,83,2,Great value for money,2023-11-28 23:29:27
142,52,1178,1,Product arrived late,2023-01-18 14:39:38
143,59,625,2,Terrible quality,2023-05-16 03:19:26
144,18,1437,0,Product arrived late,2021-09-08 02:19:32
145,88,1930,1,Fantastic performance,2021-11-03 18:54:55
146,9,1379,0,Broke after one use,2020-10-07 18:13:32
147,4,865,2,Loved it!,2021-07-22 05:53:20
148,63,425,0,Highly recommend!,2020-07-22 02:13:07
149,0,234,3,Broke after one use,2022-08-03 13:48:04
150,1,1378,3,Loved it!,2022-06-14 19:49:28
151,7,458,3,Terrible quality,2020-08-05 23:08:42
152,34,1108,0,Loved it!,2021-10-27 18:53:19
153,73,1297,5,This product was great!,2022-03-26 16:36:43
154,58,1629,0,Will buy again,2022-04-15 00:15:13
155,26,1350,2,Highly recommend!,2019-12-19 23:19:51
156,22,619,2,Loved it!,2023-01-04 06:15:25
157,45,1747,4,Loved it!,2022-08-01 02:45:54
158,82,1576,3,Highly recommend!,2020-09-11 19:13:14
159,31,600,5,Wouldn't recommend,2021-08-10 15:27:53
160,41,139,0,Fantastic performance,2019-12-18 08:16:02
161,85,533,0,Great value for money,2020-04-29 16:08:55
162,86,1427,1,Loved it!,2022-07-28 10:56:01
163,56,1099,4,Loved it!,2020-10-13 14:52:53
164,66,720,4,Exactly what I needed!,2024-10-10 02:43:27
165,45,519,0,Loved it!,2022-09-15 23:11:24
166,52,459,4,Loved it!,2024-07-04 23:23:28
167,46,1713,3,Loved it!,2024-10-15 09:24:42
168,1,1813,4,Wouldn't recommend,2023-04-27 15:19:48
169,59,922,2,Will buy again,2023-08-03 10:07:33
170,88,1567,2,Loved it!,2024-02-01 23:49:40
171,49,386,4,Fantastic performance,2024-01-03 10:52:28
172,95,1004,1,Broke after one use,2023-07-20 14:56:50
173,98,909,2,Terrible quality,2024-02-17 19:57:58
174,99,678,1,Highly recommend!,2020-11-04 00:52:59
175,99,886,2,This product was great!,2024-08-28 21:54:30
176,17,449,1,Wouldn't recommend,2024-07-16 13:50:34
177,98,1512,3,Wouldn't recommend,2021-05-28 01:03:16
178,82,937,3,Loved it!,2024-04-05 15:51:47
179,95,221,3,Broke after one use,2023-04-05 21:10:58
180,18,604,3,Exactly what I needed!,2020-05-26 11:34:53
181,73,1931,5,This product was great!,2024-09-09 09:59:25
182,26,881,5,Exactly what I needed!,2023-05-23 09:49:15
183,29,1385,1,Wouldn't recommend,2023-06-06 15:11:27
184,85,970,2,Fantastic performance,2021-07-02 01:40:30
185,64,63,4,Highly recommend!,2023-11-15 12:55:48
186,24,684,5,Loved it!,2023-11-07 14:28:07
187,89,1915,3,Product arrived late,2020-08-16 18:11:05
188,42,1372,0,This product was great!,2021-03-14 03:21:58
189,80,1204,1,Terrible quality,2022-02-07 22:42:15
190,15,212,5,Fantastic performance,2021-12-12 08:37:29
191,53,570,0,Exactly what I needed!,2021-11-03 06:45:09
192,76,163,4,Loved it!,2020-03-04 18:37:03
193,42,388,3,Not as expected,2022-11-25 09:06:16
194,1,1923,2,Highly recommend!,2022-12-25 00:34:15
195,35,1064,2,This product was great!,2021-04-13 17:27:44
196,6,1010,0,This product was great!,2023-02-26 06:17:21
197,33,1326,5,Exactly what I needed!,2023-04-28 02:46:23
198,37,1465,4,Product arrived late,2022-12-17 13:43:39
199,12,1222,4,Terrible quality,2024-09-09 17:26:03
200,79,916,4,Loved it!,2020-12-24 22:32:02
201,91,561,5,Not as expected,2021-12-19 23:18:12
202,43,1495,2,This product was great!,2022-05-29 02:30:27
203,95,840,0,Product arrived late,2020-01-14 15:40:29
204,34,1164,0,Broke after one use,2021-04-23 12:42:54
205,81,73,2,Exactly what I needed!,2021-06-20 10:18:21
206,46,1307,1,Not as expected,2024-09-29 06:42:31
207,3,623,1,Not as expected,2019-12-27 20:16:19
208,41,345,1,Product arrived late,2024-06-14 12:55:11
209,11,1792,3,This product was great!,2021-08-29 11:46:12
210,93,1227,0,Great value for money,2024-07-05 10:18:22
211,18,665,0,Not as expected,2024-05-13 19:29:54
212,85,940,5,Product arrived late,2024-01-25 12:38:42
213,19,711,4,Broke after one use,2024-03-09 14:13:31
214,96,296,5,Highly recommend!,2022-03-14 07:18:18
215,55,1224,5,Terrible quality,2020-10-18 15:04:42
216,93,781,1,Not as expected,2020-08-23 04:28:01
217,44,1686,1,Loved it!,2023-09-29 20:23:48
218,41,1841,1,Wouldn't recommend,2024-05-17 21:59:59
219,96,329,5,Terrible quality,2023-02-28 11:49:39
220,12,433,2,Will buy again,2022-04-19 00:10:34
221,4,986,1,Terrible quality,2024-04-19 14:45:26
222,30,1336,4,Loved it!,2024-01-07 06:48:23
223,30,500,2,Terrible quality,2019-12-24 19:48:11
224,28,1352,5,Wouldn't recommend,2022-11-09 15:49:52
225,44,1105,0,Will buy again,2024-08-22 23:46:16
226,40,784,5,Product arrived late,2023-03-02 17:26:36
227,35,411,4,Loved it!,2023-07-12 19:59:35
228,68,1095,0,Terrible quality,2022-12-24 11:48:31
229,56,258,3,Exactly what I needed!,2022-04-03 08:17:28
230,63,5,3,Wouldn't recommend,2020-06-28 15:27:20
231,31,338,5,Product arrived late,2023-09-09 16:31:32
232,50,1978,2,Fantastic performance,2020-04-28 23:55:55
233,12,57,4,Wouldn't recommend,2023-10-08 15:20:47
234,72,209,5,Broke after one use,2022-07-29 21:22:36
235,74,1688,0,Highly recommend!,2020-12-19 07:05:14
236,8,690,5,Not as expected,2022-09-01 20:33:47
237,17,1860,5,Will buy again,2024-01-30 16:26:18
238,35,937,5,Great value for money,2020-02-26 02:26:37
239,26,1382,2,Not as expected,2024-03-11 13:56:42
240,67,1792,2,Wouldn't recommend,2024-06-14 09:57:29
241,52,1577,2,Loved it!,2023-03-14 10:34:01
242,20,1955,5,Exactly what I needed!,2022-02-18 06:51:44
243,28,74,0,Not as expected,2021-08-15 09:35:23
244,42,369,2,Will buy again,2023-12-20 14:49:48
245,13,1017,3,Exactly what I needed!,2021-10-19 04:04:26
246,71,605,3,This product was great!,2022-01-30 19:22:59
247,21,107,1,Fantastic performance,2021-10-22 01:19:43
248,3,1580,0,Broke after one use,2021-12-27 08:26:42
249,2,34,4,Exactly what I needed!,2023-06-23 21:02:16
250,52,53,1,Product arrived late,2023-10-15 22:44:04
251,7,1257,4,Wouldn't recommend,2020-04-15 08:29:43
252,46,1559,4,Product arrived late,2021-11-08 10:58:48
253,60,339,1,Will buy again,2020-05-23 13:37:40
254,35,1280,0,Great value for money,2021-05-15 18:06:26
255,59,1274,4,Broke after one use,2022-06-25 23:59:29
256,43,1433,1,Broke after one use,2024-11-26 22:29:39
257,48,1252,1,Loved it!,2022-10-05 13:48:46
258,24,1095,4,Terrible quality,2020-10-23 13:00:12
259,26,937,4,Fantastic performance,2021-01-27 04:26:30
260,27,1055,4,Great value for money,2024-10-26 01:22:03
261,98,1471,0,This product was great!,2024-02-25 03:51:36
262,50,1481,1,Highly recommend!,2020-03-16 14:17:24
263,15,16,2,Broke after one use,2022-01-12 23:32:02
264,32,969,2,Wouldn't recommend,2023-09-13 10:00:53
265,67,13,5,Great value for money,2023-09-08 14:23:57
266,19,432,3,Wouldn't recommend,2024-01-25 13:34:22
267,74,1020,5,Wouldn't recommend,2024-05-02 00:37:27
268,28,62,3,Wouldn't recommend,2023-01-23 09:31:11
269,28,200,0,Product arrived late,2021-06-25 22:15:57
270,3,85,0,Exactly what I needed!,2023-02-18 04:42:58
271,43,1067,5,Product arrived late,2024-02-07 20:43:15
272,69,1210,0,Will buy again,2022-12-19 15:55:34
273,33,1371,3,Wouldn't recommend,2024-04-27 05:05:08
274,73,596,3,Highly recommend!,2020-05-18 09:20:29
275,29,1397,3,Product arrived late,2020-01-01 19:38:26
276,70,927,2,Not as expected,2022-03-13 04:39:58
277,65,1991,2,Loved it!,2023-08-29 10:28:12
278,17,719,1,Will buy again,2023-06-03 10:53:56
279,90,1183,5,Great value for money,2020-03-01 00:07:21
280,74,576,5,Fantastic performance,2020-12-09 04:15:14
281,51,594,2,Will buy again,2024-05-05 18:45:46
282,77,1234,0,Terrible quality,2024-02-04 20:06:55
283,60,338,0,Loved it!,2023-08-26 04:34:01
284,56,52,3,Great value for money,2022-10-12 14:52:54
285,75,560,3,Exactly what I needed!,2024-08-02 09:11:40
286,14,1242,4,Great value for money,2023-01-06 09:48:35
287,74,703,1,Product arrived late,2021-09-29 22:43:33
288,0,533,3,Broke after one use,2023-10-01 10:41:05
289,2,251,3,Product arrived late,2020-05-17 07:00:58
290,74,774,4,Wouldn't recommend,2020-12-11 14:12:08
291,24,842,3,Great value for money,2022-08-17 09:46:00
292,79,291,3,Terrible quality,2022-12-01 15:16:33
293,62,1414,3,Loved it!,2024-06-28 23:44:23
294,27,1687,3,Highly recommend!,2023-06-23 09:37:20
295,47,1564,1,This product was great!,2020-05-07 23:40:22
296,31,1222,4,Will buy again,2021-09-10 14:16:46
297,90,1544,5,Wouldn't recommend,2023-10-16 06:37:33
298,36,241,5,Will buy again,2024-03-04 11:31:58
299,47,175,2,Fantastic performance,2024-10-16 23:31:44
300,72,1866,4,Great value for money,2020-11-03 12:57:53
301,2,1396,0,Exactly what I needed!,2023-11-17 13:43:13
302,55,1449,0,Will buy again,2021-07-02 19:47:57
303,0,919,5,Loved it!,2023-02-09 14:57:21
304,34,5,2,Highly recommend!,2022-05-01 04:14:50
305,13,447,3,Terrible quality,2020-02-06 21:06:39
306,80,828,2,Terrible quality,2019-12-28 20:20:40
307,9,139,5,Wouldn't recommend,2022-09-20 05:21:29
308,38,210,0,Great value for money,2020-05-05 09:29:17
309,14,384,4,Wouldn't recommend,2020-09-07 23:23:44
310,26,527,5,Wouldn't recommend,2020-04-02 23:30:08
311,56,321,3,Wouldn't recommend,2022-09-26 07:04:45
312,95,1926,0,Loved it!,2023-09-23 20:43:52
313,30,1726,4,Will buy again,2021-11-26 07:04:36
314,54,306,2,Highly recommend!,2020-06-04 08:39:34
315,43,422,1,Will buy again,2022-08-05 17:15:21
316,69,662,4,Exactly what I needed!,2022-10-12 09:36:21
317,40,1721,1,This product was great!,2021-03-08 19:51:18
318,51,1914,0,Highly recommend!,2024-01-21 06:12:41
319,79,1999,1,Great value for money,2022-04-19 17:58:01
320,39,1489,5,Product arrived late,2023-08-02 23:40:12
321,79,1626,0,Fantastic performance,2024-01-31 03:43:06
322,48,733,5,Loved it!,2023-11-27 01:46:47
323,40,1856,5,Not as expected,2022-12-25 01:52:06
324,98,1221,4,Loved it!,2022-07-19 19:57:27
325,84,56,2,Will buy again,2021-04-23 02:07:50
326,40,368,3,Product arrived late,2020-02-14 23:00:26
327,84,1348,3,Loved it!,2024-03-14 21:37:42
328,64,483,3,Not as expected,2020-03-13 13:43:08
329,94,497,5,Broke after one use,2024-08-21 01:40:19
330,59,88,0,Not as expected,2021-12-13 18:29:29
331,20,1997,5,Great value for money,2020-11-22 15:02:49
332,12,1164,2,Great value for money,2024-09-21 12:25:00
333,51,850,3,Will buy again,2020-09-27 14:38:19
334,65,259,5,Highly recommend!,2022-01-20 04:55:38
335,68,1987,2,Will buy again,2024-01-29 14:23:39
336,69,1406,1,Will buy again,2021-08-22 03:29:24
337,75,1329,5,Will buy again,2020-03-13 17:02:38
338,49,1474,0,Great value for money,2024-04-20 15:04:36
339,40,1091,3,Terrible quality,2020-06-23 14:14:58
340,16,1208,3,Fantastic performance,2022-11-20 09:50:38
341,24,1771,0,Terrible quality,2020-03-11 06:08:01
342,51,1017,3,Exactly what I needed!,2020-12-20 16:38:59
343,10,349,5,Exactly what I needed!,2021-11-15 00:19:32
344,98,1575,4,This product was great!,2021-08-03 16:41:09
345,33,673,5,This product was great!,2022-03-25 18:16:13
346,59,1584,3,Loved it!,2023-09-22 05:34:26
347,91,1558,5,This product was great!,2021-10-06 18:27:00
348,48,1176,0,Will buy again,2024-11-29 09:39:26
349,8,242,1,Fantastic performance,2021-09-02 07:16:12
350,90,906,3,Exactly what I needed!,2023-12-04 10:04:03
351,90,709,5,Highly recommend!,2024-09-08 08:31:59
352,1,1959,3,Loved it!,2024-11-01 18:09:40
353,48,456,0,This product was great!,2020-08-01 07:13:52
354,63,1005,1,Broke after one use,2020-06-08 19:31:10
355,38,926,4,Will buy again,2022-04-24 06:48:14
356,45,1859,5,Product arrived late,2022-11-27 04:14:50
357,37,1093,2,This product was great!,2020-11-23 18:17:37
358,34,787,1,Wouldn't recommend,2020-10-04 10:57:07
359,72,1206,0,Highly recommend!,2024-07-22 05:54:34
360,64,1884,5,Highly recommend!,2021-07-21 18:21:45
361,72,119,3,Wouldn't recommend,2020-05-27 09:52:59
362,95,64,5,Wouldn't recommend,2021-07-14 06:50:16
363,31,310,5,Highly recommend!,2020-05-17 08:42:39
364,82,632,3,Wouldn't recommend,2020-09-10 13:03:02
365,10,114,0,Terrible quality,2022-02-03 19:26:38
366,72,1617,2,Will buy again,2023-09-16 06:38:33
367,89,296,1,Terrible quality,2022-12-09 01:23:03
368,39,960,1,Broke after one use,2023-08-19 19:09:36
369,28,110,4,Will buy again,2022-11-26 03:46:51
370,41,1705,3,Not as expected,2021-04-23 13:04:26
371,46,1522,1,Not as expected,2024-08-19 10:20:39
372,38,1656,0,Terrible quality,2021-04-25 10:36:53
373,87,1922,4,This product was great!,2022-04-23 05:56:34
374,24,1030,0,Fantastic performance,2021-01-06 22:33:54
375,13,647,1,Loved it!,2022-08-22 21:26:47
376,17,1068,5,Will buy again,2024-04-15 12:30:40
377,41,332,5,Loved it!,2021-04-22 11:01:03
378,10,539,3,Wouldn't recommend,2024-04-01 10:22:12
379,28,95,5,Broke after one use,2020-01-26 10:32:39
380,78,1921,3,Great value for money,2022-12-07 22:51:13
381,30,503,1,Not as expected,2023-12-07 08:07:04
382,64,1444,4,Terrible quality,2021-06-15 02:43:36
383,60,1407,5,Fantastic performance,2023-03-30 00:56:34
384,28,1597,4,This product was great!,2022-01-20 16:21:14
385,81,761,4,Great value for money,2024-05-19 02:03:19
386,11,705,1,This product was great!,2024-06-24 00:53:50
387,1,586,2,Great value for money,2021-07-07 02:58:52
388,91,1023,3,Terrible quality,2022-08-31 07:53:53
389,48,1316,4,Wouldn't recommend,2022-06-11 00:36:16
390,1,688,2,Will buy again,2024-06-17 07:28:44
391,17,1573,5,Great value for money,2021-09-14 04:02:57
392,21,1653,1,Exactly what I needed!,2024-09-16 07:59:39
393,40,1597,2,Highly recommend!,2020-06-14 22:54:04
394,3,158,5,Will buy again,2024-03-18 03:27:57
395,5,631,1,Terrible quality,2024-02-20 18:45:55
396,9,469,0,Fantastic performance,2022-02-08 21:12:33
397,94,17,1,This product was great!,2020-05-03 18:40:18
398,46,597,4,Wouldn't recommend,2022-03-13 19:23:36
399,5,2,5,Great value for money,2021-04-11 02:06:24
400,34,1963,0,Will buy again,2024-08-19 23:57:42
401,89,1259,0,Wouldn't recommend,2024-04-15 22:18:02
402,42,476,1,Fantastic performance,2022-08-28 08:33:11
403,36,267,1,Wouldn't recommend,2021-12-23 06:56:06
404,65,771,5,Highly recommend!,2023-10-14 12:17:48
405,62,951,2,Will buy again,2021-06-28 01:46:31
406,2,977,3,Product arrived late,2023-02-10 09:12:49
407,93,439,3,This product was great!,2023-09-21 04:54:50
408,97,623,2,Wouldn't recommend,2022-10-28 14:33:38
409,2,279,0,Product arrived late,2022-09-21 07:17:06
410,6,1382,0,This product was great!,2020-08-28 11:35:47
411,3,1804,5,Wouldn't recommend,2023-08-30 14:03:42
412,34,63,2,Not as expected,2023-05-09 15:27:15
413,43,1008,2,Not as expected,2020-04-06 18:48:26
414,0,1814,0,Not as expected,2021-06-03 13:52:15
415,35,1507,3,Highly recommend!,2024-04-29 20:10:41
416,6,806,2,Not as expected,2021-12-31 20:40:54
417,26,1912,4,Terrible quality,2022-10-30 23:01:42
418,75,1681,3,Terrible quality,2022-12-31 05:06:54
419,70,1921,5,This product was great!,2024-08-29 04:18:54
420,85,1541,1,Exactly what I needed!,2024-08-05 13:12:02
421,71,1905,5,Wouldn't recommend,2020-03-03 06:03:25
422,40,445,5,Will buy again,2022-01-30 19:19:54
423,20,1313,0,Will buy again,2023-06-11 19:21:14
424,66,1537,5,Terrible quality,2022-08-27 20:05:50
425,43,1492,0,Broke after one use,2020-05-27 12:52:56
426,30,1527,0,This product was great!,2023-07-09 09:01:48
427,65,1623,1,Fantastic performance,2024-08-21 02:45:29
428,25,519,5,Exactly what I needed!,2023-09-19 01:45:17
429,36,1114,4,This product was great!,2024-10-25 10:27:49
430,13,1841,2,This product was great!,2021-01-11 22:24:44
431,14,816,0,This product was great!,2021-12-09 10:27:03
432,46,1009,4,Broke after one use,2020-01-04 07:29:56
433,95,1165,3,Broke after one use,2024-05-18 06:19:46
434,81,1183,5,Product arrived late,2021-08-26 10:50:14
435,14,1831,0,Will buy again,2021-03-04 16:43:26
436,70,729,4,Exactly what I needed!,2023-06-09 21:55:41
437,47,1538,5,Great value for money,2023-03-08 17:22:51
438,62,119,5,Exactly what I needed!,2020-08-24 04:09:03
439,4,1716,2,Terrible quality,2021-02-04 02:38:32
440,27,873,2,Highly recommend!,2023-12-06 01:44:55
441,12,983,2,Terrible quality,2023-05-26 08:08:06
442,43,1091,0,Will buy again,2020-01-10 00:12:32
443,17,1618,2,Broke after one use,2020-02-14 18:49:31
444,50,1078,3,Wouldn't recommend,2023-06-19 19:42:06
445,55,1406,4,Broke after one use,2024-11-29 04:55:22
446,71,1353,4,Product arrived late,2024-11-28 14:32:01
447,10,1012,0,Will buy again,2020-11-24 08:43:42
448,58,1912,3,Great value for money,2023-09-13 12:48:03
449,23,779,1,Will buy again,2021-02-05 21:37:03
450,68,490,0,Wouldn't recommend,2020-02-06 10:34:02
451,6,21,2,Terrible quality,2020-09-23 19:51:17
452,33,1209,3,Fantastic performance,2022-07-14 03:55:29
453,79,1530,0,Loved it!,2023-02-24 07:57:41
454,9,18,1,Great value for money,2023-08-06 23:20:35
455,77,264,5,This product was great!,2023-10-31 21:35:21
456,95,694,1,Will buy again,2020-03-23 03:53:42
457,93,360,1,Loved it!,2023-02-08 01:12:13
458,4,602,3,Not as expected,2021-05-20 00:19:36
459,66,857,3,Not as expected,2020-08-31 05:42:41
460,61,38,3,Fantastic performance,2022-03-02 09:19:25
461,92,2,0,Terrible quality,2023-05-06 13:16:02
462,15,1886,0,Terrible quality,2023-02-20 02:29:32
463,65,1287,1,Will buy again,2021-11-16 18:18:35
464,65,1908,0,Great value for money,2020-12-07 17:32:48
465,46,1987,2,Exactly what I needed!,2022-04-15 23:17:05
466,29,116,0,Exactly what I needed!,2021-03-31 06:43:25
467,20,350,1,Exactly what I needed!,2024-11-07 08:42:23
468,65,1660,3,This product was great!,2024-04-01 12:55:16
469,90,38,0,Exactly what I needed!,2024-09-27 03:56:04
470,99,1909,4,Terrible quality,2022-04-29 00:00:31
471,43,1236,3,This product was great!,2019-12-19 16:43:39
472,20,539,0,Loved it!,2022-08-06 10:00:46
473,84,1212,2,Will buy again,2023-01-18 19:43:54
474,86,1939,2,Not as expected,2021-12-15 02:18:10
475,53,1188,1,Loved it!,2021-07-24 08:33:29
476,99,1676,0,Highly recommend!,2023-03-26 21:19:16
477,1,918,5,Terrible quality,2020-09-21 03:45:38
478,43,441,5,Will buy again,2022-11-02 21:32:20
479,6,1777,0,Exactly what I needed!,2024-07-13 06:22:13
480,42,355,1,Loved it!,2020-04-22 16:40:29
481,46,551,1,Exactly what I needed!,2024-05-01 10:43:00
482,29,490,4,Exactly what I needed!,2021-09-06 01:39:13
483,66,1115,4,Will buy again,2022-06-02 06:01:16
484,92,1748,5,This product was great!,2021-01-07 12:26:52
485,50,960,4,Not as expected,2020-02-25 00:21:43
486,84,1347,0,This product was great!,2022-11-20 19:23:38
487,44,920,0,Not as expected,2023-06-29 01:40:28
