"101","57","118","2004-10-09 15:39:22"
"102","53","243","1997-02-24 14:20:22"
"103","49","1637","1986-09-25 12:37:46"
"104","8","84","1972-05-02 01:15:01"
"105","78","1051","2002-07-05 23:11:07"
"106","87","621","2008-03-01 04:45:58"
"107","96","1388","1984-10-23 02:46:35"
"108","84","1314","1977-10-16 20:19:32"
"109","25","330","1971-04-01 04:30:17"
"110","6","850","1979-08-15 15:11:38"
"111","54","179","2016-07-20 10:36:23"
"112","5","510","1998-07-18 10:22:13"
"113","24","1025","1983-07-17 06:01:14"
"114","6","271","2007-10-07 18:08:38"
"115","24","1104","2024-04-19 02:15:08"
"116","24","637","1974-11-18 09:47:31"
"117","99","1884","1982-03-09 10:23:28"
"118","94","290","1984-11-10 16:50:26"
"119","71","53","1995-06-19 22:25:47"
"120","79","774","2008-09-25 21:42:12"
"121","10","800","2014-05-13 01:01:10"
"122","49","1230","1994-03-25 08:32:18"
"123","19","621","2016-02-15 11:49:16"
"124","57","65","2020-07-06 23:49:54"
"125","0","154","1984-12-05 04:19:59"
"126","11","1088","2015-07-16 21:02:23"
"127","68","1722","1984-10-13 23:14:23"
"128","1","974","2000-12-26 22:49:56"
"129","37","261","2000-03-19 18:53:01"
"130","20","736","2019-06-05 10:24:28"
"131","96","703","1993-02-18 10:23:37"
"132","45","269","1989-05-09 06:59:33"
"133","7","933","2001-01-22 06:47:57"
"134","32","151","1985-01-22 11:23:48"
"135","43","1767","1976-06-09 07:24:47"
"136","60","1132","1982-05-02 01:48:47"
"137","53","958","2005-01-06 23:27:39"
"138","62","794","2003-11-02 01:37:16"
"139","7","234","2004-10-10 13:58:07"
"140","37","799","1987-12-30 11:57:02"
"141","63","1875","2014-03-16 23:07:36"
"142","84","1080","2014-06-30 08:15:46"
"143","4","7","1985-03-21 21:44:19"
"144","46","1830","2000-01-06 08:27:31"
"145","62","183","1972-04-13 19:32:42"
"146","74","826","2014-12-07 03:20:48"
"147","39","632","1976-05-05 05:32:56"
"148","54","1916","2012-03-06 02:13:16"
"149","86","1804","1976-08-03 19:28:37"
"150","78","807","1986-05-24 21:58:09"
"151","64","590","2022-01-10 12:01:17"
"152","8","1482","1994-06-30 04:50:28"
"153","70","959","1992-12-13 02:07:53"
"154","41","1102","1992-09-23 03:02:18"
"155","94","1926","2010-10-23 04:42:55"
"156","53","152","1990-12-07 09:37:17"
"157","29","418","2020-02-18 09:56:09"
"158","43","1311","1978-03-24 21:28:37"
"159","89","70","1975-02-06 02:46:56"
"160","71","759","2024-11-21 11:10:29"
"161","91","225","1973-06-27 23:25:58"
"162","76","666","1997-10-21 23:52:35"
"163","18","1312","1971-05-09 01:40:23"
"164","61","943","2012-03-06 05:56:35"
"165","14","1578","1998-06-28 19:58:18"
"166","85","1064","2005-09-19 21:33:57"
"167","81","1025","2010-03-05 21:18:07"
"168","36","1299","1998-04-24 03:09:39"
"169","60","1570","2001-09-09 22:59:41"
"170","41","1314","1978-10-04 00:45:14"
"171","32","800","1979-07-30 08:26:43"
"172","20","1924","1972-09-19 09:01:37"
"173","15","138","1989-11-11 20:04:56"
"174","29","1453","1981-10-29 21:33:27"
"175","1","161","1996-06-01 00:24:14"
"176","47","37","2009-02-07 17:36:58"
"177","81","1877","1992-09-09 16:29:31"
"178","3","1163","1971-03-11 18:09:10"
"179","52","1919","1998-11-12 09:49:40"
"180","9","666","2004-09-22 17:53:09"
"181","97","800","2001-12-24 11:34:02"
"182","49","711","1982-01-07 13:48:18"
"183","93","819","2003-05-24 20:39:08"
"184","69","1580","2024-06-21 18:21:36"
"185","62","417","1991-03-07 19:21:59"
"186","89","1462","1973-11-21 05:28:01"
"187","64","1845","2021-01-10 10:54:00"
"188","91","1289","2009-01-18 21:29:48"
"189","12","643","1987-12-28 23:03:45"
"190","49","508","1997-10-18 17:23:03"
"191","24","111","2024-09-05 08:11:38"
"192","62","21","1989-01-07 14:24:18"
"193","58","873","1999-04-19 07:58:56"
"194","1","1394","2024-02-29 18:36:51"
"195","86","831","2014-03-22 04:17:19"
"196","45","235","2023-03-04 17:19:40"
"197","28","715","2017-06-11 17:44:12"
"198","32","1417","2016-09-18 06:09:49"
"199","33","703","1996-11-07 09:35:45"
"200","33","1845","2016-11-02 22:08:55"
"201","55","540","1996-05-11 02:40:28"
"202","96","833","1979-11-18 11:36:37"
"203","56","574","2001-12-25 03:19:11"
"204","34","1573","1984-09-18 21:49:07"
"205","43","1084","1976-08-28 15:19:29"
"206","18","1427","2013-05-15 00:55:01"
"207","48","1649","1971-05-05 13:16:56"
"208","95","860","1997-09-27 21:36:07"
"209","75","2000","2021-06-29 12:12:23"
"210","48","1966","2014-08-27 06:11:39"
"211","40","1006","2018-07-29 15:27:48"
"212","44","273","1983-08-05 10:42:28"
"213","70","268","1979-06-25 02:08:49"
"214","48","1622","1977-10-29 18:26:41"
"215","28","774","2001-06-04 01:08:02"
"216","16","1983","2011-08-05 07:39:07"
"217","8","1609","1986-04-27 16:20:58"
"218","97","319","2004-05-17 17:11:56"
"219","91","1418","2006-04-16 18:01:38"
"220","34","284","1978-09-19 21:27:56"
"221","42","833","1980-03-06 21:37:49"
"222","66","1875","2023-03-02 11:58:32"
"223","24","185","1975-08-20 18:52:44"
"224","92","498","1993-07-06 16:46:38"
"225","36","1952","2019-05-26 18:38:11"
"226","17","1645","2013-05-26 21:53:51"
"227","86","1689","2014-09-18 11:37:54"
"228","38","417","1983-07-31 18:56:14"
"229","17","1691","2015-07-17 08:00:56"
"230","27","998","1971-09-18 05:29:26"
"231","42","1367","1973-09-02 19:45:39"
"232","36","1955","1973-01-24 08:45:25"
"233","49","1851","1979-08-15 21:31:19"
"234","4","1511","1970-01-26 01:16:12"
"235","54","1148","1997-11-26 10:40:47"
"236","86","494","1984-12-22 12:53:12"
"237","25","366","1995-07-08 14:28:30"
"238","98","1993","2020-01-01 22:20:06"
"239","23","555","1996-02-28 07:32:40"
"240","19","582","2003-12-01 11:49:35"
"241","72","1051","2017-04-19 22:28:22"
"242","38","51","1977-01-17 10:23:08"
"243","12","1551","1996-12-05 12:48:14"
"244","6","204","1992-08-20 12:46:41"
"245","13","566","2023-03-22 23:30:45"
"246","38","737","1987-02-08 09:08:24"
"247","5","715","2000-03-21 05:00:27"
"248","54","1656","2000-02-03 18:50:04"
"249","0","755","2001-08-24 17:53:31"
"250","24","186","2022-03-30 15:21:36"
"251","7","675","1977-04-19 00:06:15"
"252","82","868","2011-10-11 03:26:55"
"253","39","1031","2023-11-14 02:55:28"
"254","30","1319","2012-09-28 13:40:05"
"255","31","1632","2021-03-30 16:42:25"
"256","4","876","2022-07-07 05:11:36"
"257","78","1566","2018-05-15 09:03:26"
"258","37","197","2022-09-16 15:52:51"
"259","13","1543","1985-10-16 18:34:17"
"260","5","829","1984-09-13 00:09:03"
"261","34","1601","2005-07-31 06:41:29"
"262","97","14","2000-01-04 08:44:12"
"263","33","1344","2024-09-19 22:54:24"
"264","80","715","2017-04-07 21:07:57"
"265","95","1968","1977-12-30 02:23:37"
"266","84","638","2009-12-24 16:07:28"
"267","37","883","2009-11-23 17:10:26"
"268","36","1696","1986-05-16 00:07:02"
"269","45","572","2024-05-21 09:53:53"
"270","2","212","2018-01-31 17:58:25"
"271","64","339","2018-08-13 05:36:36"
"272","85","187","1985-12-27 11:16:14"
"273","53","1911","1983-04-20 18:56:50"
"274","67","712","2008-12-05 13:37:54"
"275","17","1079","1978-10-18 00:27:04"
"276","51","759","2007-03-10 01:12:48"
"277","93","1488","2014-01-09 17:54:10"
"278","15","1689","2007-09-09 12:49:27"
"279","0","367","1983-12-05 17:11:59"
"280","4","239","1981-05-02 08:22:02"
"281","80","1864","1989-05-07 13:28:31"
"282","37","248","1996-06-02 23:21:30"
"283","83","1859","1991-08-21 05:06:54"
"284","91","1273","1989-01-10 08:18:57"
"285","83","799","2013-05-06 00:37:18"
"286","2","553","1991-10-15 03:56:35"
"287","78","1674","2004-01-14 17:19:33"
"288","73","542","2013-03-27 18:05:56"
"289","26","1274","2021-12-17 16:57:51"
"290","56","1743","1987-11-19 12:21:29"
"291","16","561","2006-01-14 15:45:00"
"292","75","252","1986-06-04 03:29:52"
"293","83","1095","1972-01-19 18:52:38"
"294","32","910","1993-01-26 04:31:10"
"295","41","273","2006-08-20 02:47:05"
"296","19","680","1996-05-09 11:13:34"
"297","22","846","1982-11-22 20:03:40"
"298","78","936","1979-09-24 19:57:32"
"299","54","1766","2024-08-19 14:50:45"
"300","84","434","1970-12-27 19:13:17"
"301","20","1415","1995-08-07 00:17:16"
"302","9","281","2009-12-13 04:39:11"
"303","47","360","2009-03-24 12:21:16"
"304","45","454","1996-07-26 14:55:54"
"305","70","927","1973-06-11 03:05:41"
"306","99","1582","1986-05-25 08:28:02"
"307","46","1013","2012-06-09 05:13:20"
"308","98","1319","1974-12-20 20:13:06"
"309","91","471","2017-12-31 19:43:59"
"310","36","738","1984-03-10 22:11:37"
"311","75","225","1972-06-30 15:22:46"
"312","39","1167","2010-03-27 04:43:38"
"313","23","1199","1979-12-23 19:31:11"
"314","68","521","1998-11-02 04:39:46"
"315","98","1215","1995-09-08 03:32:18"
"316","68","1656","2011-10-13 21:09:52"
"317","1","1087","1982-11-03 06:39:32"
"318","56","1384","2008-04-26 04:03:34"
"319","77","523","2001-01-03 09:29:14"
"320","4","822","1992-10-18 20:41:20"
"321","82","1321","2022-07-17 11:04:34"
"322","70","1983","2007-05-21 14:01:52"
"323","63","1438","2004-05-30 19:14:59"
"324","73","1578","2015-01-01 06:38:34"
"325","83","1035","2023-03-07 18:23:22"
"326","87","1748","2012-11-20 05:58:48"
"327","17","1911","1998-08-22 11:06:00"
"328","63","1045","1987-04-20 13:58:27"
"329","7","1670","1980-09-11 23:22:02"
"330","51","1505","2019-08-20 19:09:06"
"331","41","1871","2010-03-28 08:59:51"
"332","13","905","2010-07-17 04:48:31"
"333","26","960","1979-10-19 04:16:28"
"334","99","1051","1988-02-03 00:36:26"
"335","70","942","1983-09-25 23:42:22"
"336","80","516","2014-03-20 20:59:32"
"337","6","1318","2008-06-10 14:52:08"
"338","27","1860","2013-07-23 08:50:57"
"339","18","1729","2004-11-16 03:42:19"
"340","69","1240","2001-06-16 21:48:59"
"341","67","1588","2014-10-25 12:06:53"
"342","98","120","1977-11-29 02:41:23"
"343","4","1056","1989-02-02 05:18:18"
"344","65","431","2007-11-17 19:57:22"
"345","48","777","2002-04-13 02:20:19"
"346","46","852","1973-10-27 15:39:55"
"347","26","1006","1999-12-24 11:38:02"
"348","89","1670","1970-11-14 11:47:54"
"349","62","862","1998-11-14 06:06:26"
"350","15","1183","2001-07-27 05:30:41"
"351","5","375","2001-10-27 06:39:24"
"352","81","1321","2011-09-06 19:36:58"
"353","93","1567","2021-01-07 23:56:36"
"354","43","1173","2014-07-19 09:06:03"
"355","8","1732","2009-01-17 16:40:34"
"356","99","1776","2021-08-07 17:30:37"
"357","66","1967","1973-09-04 15:54:21"
"358","36","1959","1974-07-04 01:06:18"
"359","11","168","2013-10-07 03:25:30"
"360","71","1482","2022-11-26 11:52:48"
"361","28","1583","1972-07-20 20:55:14"
"362","79","1447","1991-12-16 07:13:34"
"363","78","1706","1972-07-10 15:53:28"
"364","76","1989","2020-02-06 13:26:20"
"365","19","778","2015-11-14 00:00:13"
"366","20","1656","2006-10-15 10:27:43"
"367","3","1335","2009-08-21 23:50:40"
"368","26","345","2018-07-27 21:36:58"
"369","62","97","2021-08-21 20:41:58"
"370","94","804","1994-11-07 23:27:11"
"371","46","845","1974-12-12 07:17:36"
"372","90","1170","1981-12-06 09:25:52"
"373","42","629","1981-09-01 04:24:03"
"374","79","807","1983-04-02 13:45:41"
"375","86","2000","1988-12-01 11:28:15"
"376","59","1810","1979-05-16 19:05:28"
"377","9","141","2016-12-20 16:07:28"
"378","50","22","1986-02-12 05:21:13"
"379","12","93","1990-08-10 07:43:11"
"380","99","303","2024-11-01 12:33:25"
"381","56","1523","1981-08-02 00:48:47"
"382","75","740","1974-09-15 15:24:08"
"383","31","5","2006-04-25 22:00:45"
"384","18","1273","1979-01-11 21:41:08"
"385","81","428","2018-11-20 05:33:11"
"386","30","1750","1976-06-22 17:14:24"
"387","46","1970","1978-02-22 14:05:04"
"388","10","310","1996-03-29 08:57:45"
"389","32","58","1981-12-28 22:24:23"
"390","96","13","2005-11-20 20:54:49"
"391","12","1004","1982-08-28 00:29:23"
"392","63","166","1988-05-20 22:52:21"
"393","88","43","2016-12-16 14:59:06"
"394","1","1752","2012-06-26 09:04:13"
"395","44","358","2008-01-21 01:41:21"
"396","32","1715","1975-09-04 01:11:18"
"397","89","1994","2001-11-28 05:14:21"
"398","84","1673","1997-09-23 07:50:19"
"399","64","1246","2012-09-14 13:17:58"
"400","26","1381","2000-12-08 19:15:11"
"401","76","152","1997-05-21 08:40:36"
"402","73","1512","1970-09-14 13:50:13"
"403","4","1406","1985-07-14 11:13:57"
"404","12","759","2017-12-03 03:46:33"
"405","3","1952","2017-10-23 17:36:16"
"406","26","172","1996-12-03 12:16:06"
"407","95","354","1977-09-28 14:01:59"
"408","5","399","1993-01-30 20:58:55"
"409","63","276","1976-11-07 03:17:50"
"410","64","1317","1985-10-13 01:22:04"
"411","30","325","1990-12-10 21:15:21"
"412","72","1778","2010-02-09 05:30:58"
"413","81","262","1989-11-02 01:18:20"
"414","47","1925","1980-02-05 05:48:40"
"415","27","1431","1997-02-20 00:33:49"
"416","77","1318","2010-08-25 19:35:33"
"417","88","1778","1997-12-22 19:19:38"
"418","1","355","2002-09-07 03:39:40"
"419","20","1004","2009-02-07 08:10:45"
"420","81","262","2004-10-01 03:37:09"
"421","7","912","2005-03-10 08:04:20"
"422","34","642","1977-03-23 02:21:35"
"423","29","1812","2007-05-14 11:51:45"
"424","48","669","1984-02-06 13:07:12"
"425","99","1392","1994-06-15 03:28:54"
"426","95","1743","2015-01-21 12:11:30"
"427","80","1583","1971-08-21 21:59:00"
"428","13","1132","2011-01-28 17:46:39"
"429","20","1364","1978-11-16 09:41:15"
"430","57","778","2000-04-16 04:11:59"
"431","49","366","2002-04-25 21:39:25"
"432","13","956","1988-12-06 13:52:47"
"433","13","101","2023-05-13 00:26:37"
"434","43","1064","1986-04-17 12:29:09"
"435","88","637","2004-02-13 04:25:08"
"436","63","1726","1997-07-06 02:12:30"
"437","85","328","1980-09-04 06:42:31"
"438","59","831","2012-05-30 00:41:03"
"439","7","375","1976-02-09 08:01:07"
"440","14","642","2011-03-22 21:47:40"
"441","96","1097","2006-09-21 12:42:19"
"442","61","1137","1980-03-30 06:24:07"
"443","45","423","1980-06-09 22:48:47"
"444","62","1488","2004-08-04 22:54:40"
"445","35","1564","2016-12-13 06:11:40"
"446","5","807","2010-08-25 03:50:37"
"447","37","831","2022-04-17 22:10:55"
"448","91","1858","1972-10-29 00:37:00"
"449","0","1878","1973-04-12 01:32:17"
"450","28","273","2010-12-29 11:08:12"
"451","54","1554","1970-08-03 13:38:11"
"452","44","266","2020-10-12 23:47:26"
"453","22","210","1983-06-07 03:55:29"
"454","57","1827","2001-06-11 13:10:12"
"455","74","749","1973-06-11 21:10:33"
"456","76","1514","2024-03-02 16:26:12"
"457","66","650","2018-08-07 14:41:00"
"458","1","339","2021-07-12 05:16:19"
"459","21","373","2013-01-22 18:41:23"
"460","20","1864","1985-03-13 02:04:09"
"461","51","1678","1972-05-23 11:47:02"
"462","82","1869","2018-06-30 02:13:27"
"463","76","197","2019-07-22 06:25:01"
"464","53","534","2023-01-09 05:56:07"
"465","38","716","1974-11-11 10:05:23"
"466","2","185","2017-05-06 17:42:08"
"467","45","1354","2008-12-21 11:20:28"
"468","35","1938","1997-06-13 06:21:06"
"469","20","208","1977-10-08 16:18:42"
"470","68","281","1975-04-22 08:09:52"
"471","24","1915","1974-03-31 05:42:15"
"472","76","1824","2022-02-03 15:28:15"
"473","68","825","2006-01-22 17:21:44"
"474","87","1505","2004-11-04 18:47:23"
"475","46","806","1973-05-28 09:55:42"
"476","14","1146","1977-05-23 06:09:09"
"477","49","1274","2011-05-26 18:03:28"
"478","49","1649","2022-06-28 04:30:35"
"479","21","1148","1976-12-25 19:20:10"
"480","71","31","2007-12-27 19:43:48"
"481","0","1747","1998-07-05 18:32:04"
"482","22","1170","2018-08-11 23:28:53"
"483","87","1954","1972-11-04 02:59:50"
"484","28","1356","2015-12-21 06:01:07"
"485","89","1482","2000-02-11 18:29:34"
"486","87","910","1998-06-25 08:02:49"
"487","10","59","1986-08-29 18:41:24"
"488","16","1364","1993-09-08 13:04:27"
"489","55","405","1986-04-01 05:15:17"
"490","8","179","2017-09-16 10:33:46"
"491","60","1139","2023-01-26 09:53:04"
"492","99","472","2009-12-13 17:36:19"
"493","35","871","1984-09-13 05:42:16"
"494","18","1831","2000-10-10 03:44:32"
"495","78","640","2012-01-04 12:34:14"
"496","9","1315","2021-09-16 16:16:15"
"497","25","1240","2008-08-22 20:01:59"
"498","68","1562","1998-01-18 00:18:18"
"499","56","290","1999-01-31 15:50:03"
"500","74","737","1981-02-24 21:43:56"
"501","36","983","2011-02-18 17:45:46"
"502","96","428","1995-12-25 23:28:45"
"503","30","120","1994-12-03 10:17:51"
"504","92","877","1998-07-04 05:45:28"
"505","91","983","1997-12-19 02:50:20"
"506","60","654","2018-11-23 23:17:14"
"507","43","825","1984-01-28 13:23:49"
"508","38","1917","1993-05-09 15:59:48"
"509","63","883","2005-09-12 14:01:31"
"510","50","1582","1993-06-18 10:25:51"
"511","44","101","1990-12-18 15:10:50"
"512","1","325","2021-05-24 15:11:55"
"513","67","472","2010-01-21 14:58:49"
"514","46","1983","1989-09-30 11:15:07"
"515","36","111","1972-09-14 08:29:02"
"516","59","1666","1990-12-18 10:52:10"
"517","98","1064","2014-04-03 23:08:57"
"518","48","1849","2010-04-03 07:03:12"
"519","12","106","2012-02-15 01:44:01"
"520","47","1437","1994-04-08 00:40:56"
"521","98","941","2016-05-10 09:53:16"
"522","27","1130","2005-02-15 12:43:37"
"523","24","0","2002-06-14 07:22:40"
"524","58","146","1980-09-13 23:21:36"
"525","36","22","1975-12-12 05:13:12"
"526","19","398","2009-05-23 03:30:33"
"527","61","111","1971-01-23 05:05:55"
"528","8","1581","2005-05-18 12:12:46"
"529","61","1811","2024-07-04 10:34:07"
"530","50","1383","1991-05-12 15:29:35"
"531","51","435","1984-12-15 01:35:18"
"532","48","1372","1971-03-05 17:28:13"
"533","61","1209","2016-11-09 23:55:25"
"534","73","1972","2003-07-01 14:55:09"
"535","49","333","1988-10-08 10:31:08"
"536","23","1639","2014-08-27 08:48:30"
"537","83","1066","1984-02-19 07:04:15"
"538","33","1367","1983-12-27 14:14:13"
"539","49","1084","1983-08-13 19:28:56"
"540","3","563","2022-05-20 14:57:44"
"541","42","878","2002-07-02 10:23:47"
"542","32","1215","2017-02-24 09:05:55"
"543","60","1987","2002-04-09 23:04:43"
"544","22","920","1988-01-31 23:36:49"
"545","43","1113","1976-10-29 19:43:26"
"546","6","392","1983-03-04 02:52:19"
"547","64","1293","1992-12-27 00:30:34"
"548","59","647","2014-01-30 12:09:18"
"549","42","690","1986-06-03 23:18:05"
"550","20","70","2012-04-30 19:33:22"
"551","25","102","2008-11-25 09:01:15"
"552","81","838","1978-02-09 01:02:52"
"553","75","1344","1971-08-05 17:56:11"
"554","77","1125","1996-07-09 01:06:00"
"555","58","885","2011-03-18 04:00:29"
"556","10","1181","1974-12-25 13:08:11"
"557","11","140","2004-03-12 22:42:12"
"558","33","1271","1997-01-30 19:41:50"
"559","10","1989","2007-01-26 06:45:37"
"560","26","835","1985-05-22 20:52:52"
"561","76","1812","2023-06-04 20:25:29"
"562","86","225","2001-08-20 00:44:33"
"563","98","1652","2000-05-22 04:19:47"
"564","52","102","2005-09-10 13:09:32"
"565","8","1957","1980-07-20 15:52:39"
"566","30","1282","1990-03-11 03:50:44"
"567","68","14","2014-09-27 06:51:02"
"568","4","1804","1983-03-04 01:40:25"
"569","75","1002","2008-03-19 11:33:05"
"570","3","16","2018-04-02 07:12:11"
"571","72","663","1980-11-17 17:58:06"
"572","88","823","1974-03-15 20:51:13"
"573","44","210","1991-10-17 22:08:04"
"574","6","1941","2017-03-27 04:32:10"
"575","3","899","1975-03-16 07:31:15"
"576","28","658","2024-04-01 18:08:39"
"577","81","506","2022-12-31 14:49:59"
"578","32","1558","2010-12-30 01:30:32"
"579","72","50","1980-02-18 10:39:10"
"580","88","100","1976-11-07 20:33:55"
"581","68","47","2013-07-28 02:34:39"
"582","26","122","2015-08-27 14:38:35"
"583","53","97","2007-07-25 14:42:01"
"584","61","89","1991-09-19 22:45:42"
"585","56","1758","1989-09-23 09:21:39"
"586","90","1731","1981-01-31 07:45:02"
"587","68","1253","2023-03-31 18:03:44"
"588","79","811","1986-03-18 05:10:26"
"589","97","613","1993-02-19 21:27:46"
"590","24","271","2022-04-18 05:48:44"
"591","13","1167","2020-04-02 02:07:15"
"592","79","81","2010-01-27 14:08:11"
"593","58","1860","2013-01-17 09:46:24"
"594","26","339","2009-09-13 14:56:08"
"595","31","166","1973-01-24 02:07:07"
"596","30","215","2024-05-05 16:24:56"
"597","87","825","1975-02-16 14:24:56"
"598","30","670","1972-05-07 10:29:10"
"599","55","1163","1972-03-29 09:52:17"
"600","67","128","2018-12-18 11:51:30"
"601","87","1868","1998-09-15 22:45:02"
"602","94","1192","1989-03-21 09:32:07"
"603","49","105","1988-12-14 08:46:08"
"604","65","376","1986-05-20 14:09:12"
"605","12","802","2018-03-04 19:53:11"
"606","28","1889","1983-11-11 08:10:33"
"607","56","302","2011-10-10 04:49:02"
"608","94","885","1991-10-16 20:28:30"
"609","99","1182","2012-06-10 05:55:07"
"610","69","43","1999-02-23 05:43:15"
"611","64","874","1970-08-03 09:16:14"
"612","49","1981","2013-11-30 07:15:20"
"613","19","1199","1995-10-02 19:42:27"
"614","92","217","1984-06-10 21:46:08"
"615","19","1233","2003-04-19 09:58:02"
"616","71","1757","2011-02-07 08:08:30"
"617","15","187","1987-05-20 09:56:13"
"618","83","1829","1971-07-30 09:36:08"
"619","74","1669","2004-12-17 15:44:20"
"620","37","958","2004-06-01 12:26:24"
"621","77","1554","2010-11-13 19:22:07"
"622","47","1538","2024-05-11 04:42:19"
"623","17","1163","2007-10-16 07:45:47"
"624","56","561","1979-04-04 09:37:50"
"625","34","974","1991-03-31 10:28:13"
"626","76","551","2011-01-13 03:08:42"
"627","82","74","1980-05-09 21:03:20"
"628","0","551","2021-06-11 03:17:10"
"629","79","846","1970-04-23 20:24:14"
"630","8","1761","1990-09-01 16:12:43"
"631","79","217","2007-03-01 15:11:00"
"632","91","1311","1975-09-03 18:09:44"
"633","37","1756","2016-12-16 02:15:06"
"634","66","1003","2018-02-06 07:19:47"
"635","55","1904","1999-11-22 10:57:25"
"636","82","11","1993-08-07 20:35:12"
"637","95","672","2001-11-23 16:52:05"
"638","41","911","1995-07-05 16:17:18"
"639","40","177","2001-09-21 09:19:36"
"640","89","1217","2006-10-05 07:54:10"
"641","46","1694","1972-04-29 09:22:17"
"642","78","385","1987-11-28 00:19:01"
"643","62","212","1984-12-22 03:09:48"
"644","34","555","1982-07-19 21:04:19"
"645","35","33","2016-04-13 01:47:39"
"646","29","98","1986-11-24 01:33:48"
"647","45","802","1988-02-07 15:55:57"
"648","82","217","2009-12-03 17:52:09"
"649","43","1915","1995-01-06 17:46:11"
"650","60","25","2002-09-09 15:40:08"
